Price,PricePerM2,Area,floor,Number of floors,Room count,Heating,Equipment,NearestKindergarten,NearestEducational,NearestShop,NearestStop,CrimeRate,City,District,href,Losses,PredictedPrice,Year Built,ScrapingDate
89900,1872,48.03,1,3,2,Central,Fully equipped,0.05,0.11,0.19,0.02,6.0,Vilnius,Naujoji Vilnia,https://en.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-parko-g-renovuotame-name-parduodamas-sviesus-2-1-3269244/,-36401.3671875,126301.37,1960-01-01,2022-11-29
70000,2121,33.0,5,9,1,Central,Fully equipped,0.21,0.31,0.11,0.08,16.0,Vilnius,Lazdynai,https://en.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-parduodamas-puikioje-lazdynu-vietoje-butas-1-3273320/,-36346.5703125,106346.57,1970-01-01,2022-11-29
70000,2121,33.0,5,9,1,Central,Fully equipped,0.21,0.31,0.11,0.08,16.0,Vilnius,Lazdynai,https://en.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-parduodamas-puikioje-vietoje-butas-lazdynuose-1-3269222/,-36346.5703125,106346.57,1970-01-01,2022-11-29
70000,2121,33.0,5,9,1,Central,Fully equipped,0.21,0.31,0.11,0.08,16.0,Vilnius,Lazdynai,https://en.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-parduodamas-puikioje-vietoje-butas-lazdynuose-1-3269222/,-36346.5703125,106346.57,1970-01-01,2022-11-29
379000,3371,112.42,2,7,5,Central,Fully equipped,0.46,0.52,0.35,0.01,29.0,Vilnius,Senamiestis,https://en.aruodas.lt/butai-vilniuje-senamiestyje-a-gostauto-g-parduodamas-erdvus-112-kvm-butas-agostauto-1-3254575/,-36300.75,415300.75,1960-01-01,2022-11-29
141300,3305,42.75,3,9,2,Central thermostat,Partial decoration,0.16,0.13,0.28,0.1,13.0,Vilnius,Žirmūnai,https://en.aruodas.lt/butai-vilniuje-zirmunuose-verkiu-g-jau-galima-apziureti-siulome-isigyti-4275-1-3251115/,-36274.171875,177574.17,2022-01-01,2022-11-29
88000,2051,42.91,3,12,1,Central,Fully equipped,0.47,0.42,0.31,0.18,13.0,Vilnius,Šeškinė,https://en.aruodas.lt/butai-vilniuje-seskineje-buivydiskiu-g-gera-vieta-mieste-labai-geras-susisiekimas-1-3266350/,-36250.515625,124250.516,1987-01-01,2022-11-29
176000,3969,44.34,4,9,2,Central thermostat,Fully equipped,0.16,0.13,0.28,0.1,13.0,Vilnius,Šiaurės miestelis,https://en.aruodas.lt/butai-vilniuje-siaures-miestelyje-verkiu-g-parduodama-su-visais-baldais-ir-buitine-1-3254607/,-36243.9375,212243.94,2021-01-01,2022-11-29
97200,1870,51.99,2,3,2,Central,Fully equipped,0.26,0.19,0.45,0.89,2.0,Palanga,Palanga,https://en.aruodas.lt/butai-palangoje-palangoje-bangu-g-parduodamas-2-kambariu-butas-su-rusiu-1-3209373/,-36183.15625,133383.16,1990-01-01,2022-11-29
151000,2872,52.57,1,4,3,Central thermostat,Partial decoration,0.14,1.4,0.22,0.17,2.0,Vilnius,Lazdynėliai,https://en.aruodas.lt/butai-vilniuje-lazdyneliuose-lazdyneliu-g-kvieciame-i-atviru-duru-diena-lapkricio-1-3214738/,-36158.34375,187158.34,2022-01-01,2022-11-29
109700,1624,67.53,3,5,3,Central,Fully equipped,0.33,0.19,0.2,0.29,19.0,Vilnius,Fabijoniškės,https://en.aruodas.lt/butai-vilniuje-fabijoniskese-fabijoniskiu-g-parduodamas-triju-kambariu-butas-fabijoniskiu-1-3251873/,-36105.609375,145805.61,1989-01-01,2022-11-29
