Date,Price,Region,District
2022-09,3280.02,Vilnius,Antakalnis
2022-10,3266.95,Vilnius,Antakalnis
2017-12,1234.5,Vilnius,Antavilis
2018-01,1172.02,Vilnius,Antavilis
2018-02,1119.09,Vilnius,Antavilis
2018-06,393.55,Vilnius,Antavilis
2018-07,332.05,Vilnius,Antavilis
2018-08,330,Vilnius,Antavilis
2018-11,1088.59,Vilnius,Antavilis
2018-12,1108.23,Vilnius,Antavilis
2019-01,1105.66,Vilnius,Antavilis
2019-02,1105.66,Vilnius,Antavilis
2019-03,1036.78,Vilnius,Antavilis
2019-04,1000.88,Vilnius,Antavilis
2019-05,988.62,Vilnius,Antavilis
2019-06,985.86,Vilnius,Antavilis
2019-07,984.69,Vilnius,Antavilis
2019-08,962.07,Vilnius,Antavilis
2019-09,964.78,Vilnius,Antavilis
2019-10,952.88,Vilnius,Antavilis
2019-11,936.85,Vilnius,Antavilis
2019-12,1015.23,Vilnius,Antavilis
2020-03,410.62,Vilnius,Antavilis
2020-04,591.61,Vilnius,Antavilis
2020-05,641.83,Vilnius,Antavilis
2020-06,615.94,Vilnius,Antavilis
2020-07,632.08,Vilnius,Antavilis
2020-08,632.08,Vilnius,Antavilis
2020-09,616.13,Vilnius,Antavilis
2020-10,596.04,Vilnius,Antavilis
2020-11,593.51,Vilnius,Antavilis
2020-12,596.54,Vilnius,Antavilis
2021-01,632.94,Vilnius,Antavilis
2021-02,587.61,Vilnius,Antavilis
2021-03,521.03,Vilnius,Antavilis
2021-09,1387.66,Vilnius,Antavilis
2021-12,1187.4,Vilnius,Antavilis
2022-01,1232.74,Vilnius,Antavilis
2022-02,1272.41,Vilnius,Antavilis
2022-06,1428.02,Vilnius,Antavilis
2017-01,784.99,Vilnius,Aukštieji Paneriai
2017-03,695.57,Vilnius,Aukštieji Paneriai
2017-05,660.35,Vilnius,Aukštieji Paneriai
2017-06,655.14,Vilnius,Aukštieji Paneriai
2017-07,655.5,Vilnius,Aukštieji Paneriai
2017-08,625.65,Vilnius,Aukštieji Paneriai
2017-09,606.66,Vilnius,Aukštieji Paneriai
2017-10,516.64,Vilnius,Aukštieji Paneriai
2017-11,511.02,Vilnius,Aukštieji Paneriai
2017-12,583.24,Vilnius,Aukštieji Paneriai
2018-01,603.25,Vilnius,Aukštieji Paneriai
2018-02,607.97,Vilnius,Aukštieji Paneriai
2018-03,573.51,Vilnius,Aukštieji Paneriai
2018-04,568.01,Vilnius,Aukštieji Paneriai
2018-05,514.3,Vilnius,Aukštieji Paneriai
2018-06,592.58,Vilnius,Aukštieji Paneriai
2018-07,660.45,Vilnius,Aukštieji Paneriai
2018-08,663.96,Vilnius,Aukštieji Paneriai
2018-09,663.72,Vilnius,Aukštieji Paneriai
2018-10,641.36,Vilnius,Aukštieji Paneriai
2018-11,569.65,Vilnius,Aukštieji Paneriai
2018-12,572.05,Vilnius,Aukštieji Paneriai
2019-01,572.57,Vilnius,Aukštieji Paneriai
2019-02,654.41,Vilnius,Aukštieji Paneriai
2019-03,668.84,Vilnius,Aukštieji Paneriai
2019-04,632.43,Vilnius,Aukštieji Paneriai
2019-05,852.42,Vilnius,Aukštieji Paneriai
2019-06,943.86,Vilnius,Aukštieji Paneriai
2019-07,938.46,Vilnius,Aukštieji Paneriai
2019-08,918.15,Vilnius,Aukštieji Paneriai
2019-09,911.43,Vilnius,Aukštieji Paneriai
2019-10,913.26,Vilnius,Aukštieji Paneriai
2019-11,919.3,Vilnius,Aukštieji Paneriai
2019-12,968.42,Vilnius,Aukštieji Paneriai
2020-01,992.91,Vilnius,Aukštieji Paneriai
2020-02,1072.83,Vilnius,Aukštieji Paneriai
2020-03,1126.62,Vilnius,Aukštieji Paneriai
2020-04,1271.78,Vilnius,Aukštieji Paneriai
2020-05,1049.97,Vilnius,Aukštieji Paneriai
2020-06,910.33,Vilnius,Aukštieji Paneriai
2020-07,925.96,Vilnius,Aukštieji Paneriai
2020-08,879.11,Vilnius,Aukštieji Paneriai
2020-09,1097.56,Vilnius,Aukštieji Paneriai
2020-10,1136.05,Vilnius,Aukštieji Paneriai
2020-11,1221.33,Vilnius,Aukštieji Paneriai
2020-12,1223.27,Vilnius,Aukštieji Paneriai
2021-01,1218.48,Vilnius,Aukštieji Paneriai
2021-02,1208.32,Vilnius,Aukštieji Paneriai
2021-03,1325.84,Vilnius,Aukštieji Paneriai
2021-04,1337.47,Vilnius,Aukštieji Paneriai
2021-05,1348.59,Vilnius,Aukštieji Paneriai
2021-06,1376.05,Vilnius,Aukštieji Paneriai
2021-07,1350.92,Vilnius,Aukštieji Paneriai
2021-08,1355.39,Vilnius,Aukštieji Paneriai
2021-09,1411.34,Vilnius,Aukštieji Paneriai
2021-10,1407.58,Vilnius,Aukštieji Paneriai
2021-11,1417.9,Vilnius,Aukštieji Paneriai
2021-12,1428.46,Vilnius,Aukštieji Paneriai
2022-01,1412.42,Vilnius,Aukštieji Paneriai
2022-02,1460.19,Vilnius,Aukštieji Paneriai
2022-03,1423.71,Vilnius,Aukštieji Paneriai
2022-04,1268.91,Vilnius,Aukštieji Paneriai
2022-05,1380.64,Vilnius,Aukštieji Paneriai
2022-06,1448.3,Vilnius,Aukštieji Paneriai
2017-01,1354.23,Vilnius,Bajorai
2017-02,1421.9,Vilnius,Bajorai
2017-03,1498.59,Vilnius,Bajorai
2017-04,1522.92,Vilnius,Bajorai
2017-05,1518.23,Vilnius,Bajorai
2017-06,1506.15,Vilnius,Bajorai
2017-07,1520.65,Vilnius,Bajorai
2017-08,1547.94,Vilnius,Bajorai
2017-09,1569.15,Vilnius,Bajorai
2017-10,1530.82,Vilnius,Bajorai
2017-11,1497.51,Vilnius,Bajorai
2017-12,1483.06,Vilnius,Bajorai
2018-01,1484.98,Vilnius,Bajorai
2018-02,1507,Vilnius,Bajorai
2018-03,1510.11,Vilnius,Bajorai
2018-04,1527.02,Vilnius,Bajorai
2018-05,1575.64,Vilnius,Bajorai
2018-06,1590.89,Vilnius,Bajorai
2018-07,1554.72,Vilnius,Bajorai
2018-08,1514.98,Vilnius,Bajorai
2018-09,1478.81,Vilnius,Bajorai
2018-10,1461.76,Vilnius,Bajorai
2018-11,1491.13,Vilnius,Bajorai
2018-12,1498.75,Vilnius,Bajorai
2019-01,1525.46,Vilnius,Bajorai
2019-02,1618.65,Vilnius,Bajorai
2019-03,1600.83,Vilnius,Bajorai
2019-04,1606.41,Vilnius,Bajorai
2019-05,1592.67,Vilnius,Bajorai
2019-06,1582.01,Vilnius,Bajorai
2019-07,1588.55,Vilnius,Bajorai
2019-08,1608.21,Vilnius,Bajorai
2019-09,1629.3,Vilnius,Bajorai
2019-10,1595.41,Vilnius,Bajorai
2019-11,1645.41,Vilnius,Bajorai
2019-12,1667.05,Vilnius,Bajorai
2020-01,1675.95,Vilnius,Bajorai
2020-02,1712.72,Vilnius,Bajorai
2020-03,1733.65,Vilnius,Bajorai
2020-04,1698.46,Vilnius,Bajorai
2020-05,1692.79,Vilnius,Bajorai
2020-06,1726.68,Vilnius,Bajorai
2020-07,1724.69,Vilnius,Bajorai
2020-08,1730.81,Vilnius,Bajorai
2020-09,1711.93,Vilnius,Bajorai
2020-10,1733.73,Vilnius,Bajorai
2020-11,1755.76,Vilnius,Bajorai
2020-12,1755.46,Vilnius,Bajorai
2021-01,1748.59,Vilnius,Bajorai
2021-02,1723.85,Vilnius,Bajorai
2021-03,1797.9,Vilnius,Bajorai
2021-04,1848.58,Vilnius,Bajorai
2021-05,1743.72,Vilnius,Bajorai
2021-06,1720.66,Vilnius,Bajorai
2021-07,1741.85,Vilnius,Bajorai
2021-08,1803.75,Vilnius,Bajorai
2021-09,1837.07,Vilnius,Bajorai
2021-10,2006.58,Vilnius,Bajorai
2021-11,2194.39,Vilnius,Bajorai
2021-12,2096.38,Vilnius,Bajorai
2022-01,2054.95,Vilnius,Bajorai
2022-02,2270.52,Vilnius,Bajorai
2022-03,2782.57,Vilnius,Bajorai
2022-04,2374.49,Vilnius,Bajorai
2022-05,2948.25,Vilnius,Bajorai
2022-06,3021.19,Vilnius,Bajorai
2022-07,3008.16,Vilnius,Bajorai
2022-08,3057.49,Vilnius,Bajorai
2022-09,3041.58,Vilnius,Bajorai
2022-10,2985.72,Vilnius,Bajorai
2017-01,804.04,Vilnius,Balsiai
2017-02,840.73,Vilnius,Balsiai
2017-03,891.93,Vilnius,Balsiai
2017-04,931.4,Vilnius,Balsiai
2017-05,866.53,Vilnius,Balsiai
2017-07,1039.36,Vilnius,Balsiai
2017-08,958.2,Vilnius,Balsiai
2017-09,1008.68,Vilnius,Balsiai
2017-10,987.15,Vilnius,Balsiai
2017-11,972.49,Vilnius,Balsiai
2017-12,1067.65,Vilnius,Balsiai
2018-01,1065.7,Vilnius,Balsiai
2018-02,1076.96,Vilnius,Balsiai
2018-03,1037.89,Vilnius,Balsiai
2018-04,1114.63,Vilnius,Balsiai
2018-05,1033.34,Vilnius,Balsiai
2018-06,1058.66,Vilnius,Balsiai
2018-07,1067.45,Vilnius,Balsiai
2018-08,1127.47,Vilnius,Balsiai
2018-09,1087.11,Vilnius,Balsiai
2018-10,1086.53,Vilnius,Balsiai
2018-11,1071.53,Vilnius,Balsiai
2018-12,1059.34,Vilnius,Balsiai
2019-01,1002.08,Vilnius,Balsiai
2019-02,1042.62,Vilnius,Balsiai
2019-03,1074.23,Vilnius,Balsiai
2019-04,1087.39,Vilnius,Balsiai
2019-05,1139.91,Vilnius,Balsiai
2019-06,1133.56,Vilnius,Balsiai
2019-07,1138.19,Vilnius,Balsiai
2019-08,1176.01,Vilnius,Balsiai
2019-09,1118.55,Vilnius,Balsiai
2019-10,1005.13,Vilnius,Balsiai
2019-11,1111.41,Vilnius,Balsiai
2019-12,1301.24,Vilnius,Balsiai
2020-01,1300.61,Vilnius,Balsiai
2020-02,1264.5,Vilnius,Balsiai
2020-03,1225.51,Vilnius,Balsiai
2020-04,1213.71,Vilnius,Balsiai
2020-05,1247.22,Vilnius,Balsiai
2020-06,1230.09,Vilnius,Balsiai
2020-07,1304.32,Vilnius,Balsiai
2020-08,1341.72,Vilnius,Balsiai
2020-09,1350.75,Vilnius,Balsiai
2020-10,1379.51,Vilnius,Balsiai
2020-11,1420.76,Vilnius,Balsiai
2020-12,1404.12,Vilnius,Balsiai
2021-01,1385.43,Vilnius,Balsiai
2021-02,1294.86,Vilnius,Balsiai
2021-03,1318.19,Vilnius,Balsiai
2021-04,1338.39,Vilnius,Balsiai
2021-05,1339.16,Vilnius,Balsiai
2021-06,1330.16,Vilnius,Balsiai
2021-07,1415.26,Vilnius,Balsiai
2021-08,1431.45,Vilnius,Balsiai
2021-09,1415.35,Vilnius,Balsiai
2021-12,1537.03,Vilnius,Balsiai
2022-03,2004.31,Vilnius,Balsiai
2017-01,1480.57,Vilnius,Baltupiai
2017-02,1473.01,Vilnius,Baltupiai
2017-03,1474.63,Vilnius,Baltupiai
2017-04,1459.47,Vilnius,Baltupiai
2017-05,1498.19,Vilnius,Baltupiai
2017-06,1506.17,Vilnius,Baltupiai
2017-07,1502.85,Vilnius,Baltupiai
2017-08,1470.44,Vilnius,Baltupiai
2017-09,1508.33,Vilnius,Baltupiai
2017-10,1516.32,Vilnius,Baltupiai
2017-11,1526.69,Vilnius,Baltupiai
2017-12,1533.84,Vilnius,Baltupiai
2018-01,1537.83,Vilnius,Baltupiai
2018-02,1509.79,Vilnius,Baltupiai
2018-03,1501.03,Vilnius,Baltupiai
2018-04,1517.07,Vilnius,Baltupiai
2018-05,1536.21,Vilnius,Baltupiai
2018-06,1533.71,Vilnius,Baltupiai
2018-07,1509.82,Vilnius,Baltupiai
2018-08,1516.35,Vilnius,Baltupiai
2018-09,1590.49,Vilnius,Baltupiai
2018-10,1601.16,Vilnius,Baltupiai
2018-11,1596.46,Vilnius,Baltupiai
2018-12,1599.14,Vilnius,Baltupiai
2019-01,1570.23,Vilnius,Baltupiai
2019-02,1582.37,Vilnius,Baltupiai
2019-03,1558.59,Vilnius,Baltupiai
2019-04,1566.88,Vilnius,Baltupiai
2019-05,1592.01,Vilnius,Baltupiai
2019-06,1646.02,Vilnius,Baltupiai
2019-07,1621.42,Vilnius,Baltupiai
2019-08,1626.44,Vilnius,Baltupiai
2019-09,1665.77,Vilnius,Baltupiai
2019-10,1672.44,Vilnius,Baltupiai
2019-11,1641.35,Vilnius,Baltupiai
2019-12,1670.3,Vilnius,Baltupiai
2020-01,1667.38,Vilnius,Baltupiai
2020-02,1736.02,Vilnius,Baltupiai
2020-03,1748.07,Vilnius,Baltupiai
2020-04,1736.62,Vilnius,Baltupiai
2020-05,1755.25,Vilnius,Baltupiai
2020-06,1729.26,Vilnius,Baltupiai
2020-07,1697.27,Vilnius,Baltupiai
2020-08,1729.17,Vilnius,Baltupiai
2020-09,1736.91,Vilnius,Baltupiai
2020-10,1788.04,Vilnius,Baltupiai
2020-11,1811.84,Vilnius,Baltupiai
2020-12,1861.98,Vilnius,Baltupiai
2021-01,1960.82,Vilnius,Baltupiai
2021-02,2027.07,Vilnius,Baltupiai
2021-03,2203.52,Vilnius,Baltupiai
2021-04,2094.41,Vilnius,Baltupiai
2021-05,2149.82,Vilnius,Baltupiai
2021-06,2123.41,Vilnius,Baltupiai
2021-07,2182.89,Vilnius,Baltupiai
2021-08,2240.53,Vilnius,Baltupiai
2021-09,2344.49,Vilnius,Baltupiai
2021-10,2360.63,Vilnius,Baltupiai
2021-11,2448.75,Vilnius,Baltupiai
2021-12,2538.8,Vilnius,Baltupiai
2022-01,2611.6,Vilnius,Baltupiai
2022-02,2622.6,Vilnius,Baltupiai
2022-03,2593.19,Vilnius,Baltupiai
2022-04,2629.03,Vilnius,Baltupiai
2022-05,2667.98,Vilnius,Baltupiai
2022-06,2737.22,Vilnius,Baltupiai
2022-07,2810.13,Vilnius,Baltupiai
2022-08,2769.66,Vilnius,Baltupiai
2022-09,2897.28,Vilnius,Baltupiai
2022-10,2766.14,Vilnius,Baltupiai
2017-06,1435.88,Vilnius,Buivydiškės
2017-07,1372.67,Vilnius,Buivydiškės
2017-08,1176.19,Vilnius,Buivydiškės
2017-09,1151.55,Vilnius,Buivydiškės
2017-10,1176.81,Vilnius,Buivydiškės
2017-11,1187.23,Vilnius,Buivydiškės
2017-12,1225.77,Vilnius,Buivydiškės
2018-01,1212.29,Vilnius,Buivydiškės
2018-02,1216.76,Vilnius,Buivydiškės
2018-03,1233.93,Vilnius,Buivydiškės
2018-04,1313.07,Vilnius,Buivydiškės
2018-05,1290.63,Vilnius,Buivydiškės
2018-06,1326.64,Vilnius,Buivydiškės
2018-07,1307.21,Vilnius,Buivydiškės
2018-08,1392.27,Vilnius,Buivydiškės
2018-09,1410.79,Vilnius,Buivydiškės
2018-10,1466.15,Vilnius,Buivydiškės
2018-11,1573.91,Vilnius,Buivydiškės
2018-12,1552.44,Vilnius,Buivydiškės
2019-01,1554.52,Vilnius,Buivydiškės
2019-02,1495.55,Vilnius,Buivydiškės
2019-03,1505.54,Vilnius,Buivydiškės
2019-04,1498.32,Vilnius,Buivydiškės
2019-05,1036.99,Vilnius,Buivydiškės
2019-06,702.52,Vilnius,Buivydiškės
2019-08,1772.01,Vilnius,Buivydiškės
2019-09,1612.24,Vilnius,Buivydiškės
2019-10,1613.95,Vilnius,Buivydiškės
2019-11,1714.25,Vilnius,Buivydiškės
2019-12,1714.25,Vilnius,Buivydiškės
2020-01,1714.25,Vilnius,Buivydiškės
2020-02,1652.94,Vilnius,Buivydiškės
2020-03,1751.82,Vilnius,Buivydiškės
2020-08,1553.82,Vilnius,Buivydiškės
2020-09,1553.82,Vilnius,Buivydiškės
2020-10,1534.21,Vilnius,Buivydiškės
2017-05,1441.47,Vilnius,Bukčiai
2017-06,1347.75,Vilnius,Bukčiai
2017-07,1278.1,Vilnius,Bukčiai
2017-12,1701.4,Vilnius,Bukčiai
2018-01,1758.81,Vilnius,Bukčiai
2018-02,1746.37,Vilnius,Bukčiai
2018-03,1739.7,Vilnius,Bukčiai
2018-05,1160.25,Vilnius,Bukčiai
2018-06,1281.94,Vilnius,Bukčiai
2018-07,1223.09,Vilnius,Bukčiai
2018-08,1412.87,Vilnius,Bukčiai
2018-09,1998.29,Vilnius,Bukčiai
2018-10,1541.57,Vilnius,Bukčiai
2018-11,1541.57,Vilnius,Bukčiai
2019-04,1653.43,Vilnius,Bukčiai
2019-05,1688.37,Vilnius,Bukčiai
2019-06,1606.01,Vilnius,Bukčiai
2019-07,1600.79,Vilnius,Bukčiai
2019-08,1614.13,Vilnius,Bukčiai
2019-09,1625.74,Vilnius,Bukčiai
2019-10,1713.43,Vilnius,Bukčiai
2019-11,1735.52,Vilnius,Bukčiai
2019-12,1768.47,Vilnius,Bukčiai
2020-01,1775.78,Vilnius,Bukčiai
2020-02,1774.48,Vilnius,Bukčiai
2020-04,1212.58,Vilnius,Bukčiai
2020-05,1485.88,Vilnius,Bukčiai
2020-06,1690.86,Vilnius,Bukčiai
2020-07,1569.11,Vilnius,Bukčiai
2020-08,1645.99,Vilnius,Bukčiai
2020-11,2090.74,Vilnius,Bukčiai
2020-12,1819.64,Vilnius,Bukčiai
2021-01,1856.53,Vilnius,Bukčiai
2021-02,1873.22,Vilnius,Bukčiai
2017-01,1554.94,Vilnius,Burbiškės
2017-02,1586.8,Vilnius,Burbiškės
2017-03,1532.56,Vilnius,Burbiškės
2017-04,1517.66,Vilnius,Burbiškės
2017-05,1609.35,Vilnius,Burbiškės
2017-06,1521.07,Vilnius,Burbiškės
2017-07,1545.98,Vilnius,Burbiškės
2017-08,1558.17,Vilnius,Burbiškės
2017-09,1536.44,Vilnius,Burbiškės
2017-10,1558.65,Vilnius,Burbiškės
2017-11,1569.48,Vilnius,Burbiškės
2017-12,1485.38,Vilnius,Burbiškės
2018-01,1507.05,Vilnius,Burbiškės
2018-02,1560,Vilnius,Burbiškės
2018-03,1646.55,Vilnius,Burbiškės
2018-04,1686.97,Vilnius,Burbiškės
2018-05,1756.97,Vilnius,Burbiškės
2018-06,1782.35,Vilnius,Burbiškės
2018-07,1845.76,Vilnius,Burbiškės
2018-08,1800.1,Vilnius,Burbiškės
2018-09,1735.4,Vilnius,Burbiškės
2018-10,1769.21,Vilnius,Burbiškės
2018-11,1890.64,Vilnius,Burbiškės
2018-12,1881.11,Vilnius,Burbiškės
2019-01,1819,Vilnius,Burbiškės
2019-02,1886.38,Vilnius,Burbiškės
2019-03,2015.46,Vilnius,Burbiškės
2019-04,2010.47,Vilnius,Burbiškės
2019-05,2016.12,Vilnius,Burbiškės
2019-06,1999.62,Vilnius,Burbiškės
2019-07,1953.29,Vilnius,Burbiškės
2019-08,1890.77,Vilnius,Burbiškės
2019-09,1901.45,Vilnius,Burbiškės
2019-10,1898.12,Vilnius,Burbiškės
2019-11,1909.12,Vilnius,Burbiškės
2019-12,1868.79,Vilnius,Burbiškės
2020-01,1870.06,Vilnius,Burbiškės
2020-02,1939.03,Vilnius,Burbiškės
2020-03,1956.36,Vilnius,Burbiškės
2020-04,2012.68,Vilnius,Burbiškės
2020-05,2016.59,Vilnius,Burbiškės
2020-06,2014.53,Vilnius,Burbiškės
2020-07,2016.91,Vilnius,Burbiškės
2020-08,2015.16,Vilnius,Burbiškės
2020-09,2018.97,Vilnius,Burbiškės
2020-10,2094.47,Vilnius,Burbiškės
2020-11,2153.94,Vilnius,Burbiškės
2020-12,2139.01,Vilnius,Burbiškės
2021-01,2147.59,Vilnius,Burbiškės
2021-02,2144.2,Vilnius,Burbiškės
2021-03,2183.84,Vilnius,Burbiškės
2021-04,2257.78,Vilnius,Burbiškės
2021-05,2296.38,Vilnius,Burbiškės
2021-06,2343.89,Vilnius,Burbiškės
2021-07,2374.46,Vilnius,Burbiškės
2021-08,2408.72,Vilnius,Burbiškės
2021-09,2353.87,Vilnius,Burbiškės
2021-10,2433.17,Vilnius,Burbiškės
2021-11,2567.01,Vilnius,Burbiškės
2021-12,2508.85,Vilnius,Burbiškės
2022-01,2506.52,Vilnius,Burbiškės
2022-02,2634.5,Vilnius,Burbiškės
2022-03,2751.58,Vilnius,Burbiškės
2022-04,2923.15,Vilnius,Burbiškės
2022-05,2943.46,Vilnius,Burbiškės
2022-06,2957.5,Vilnius,Burbiškės
2022-07,3025.8,Vilnius,Burbiškės
2022-08,3007.49,Vilnius,Burbiškės
2022-09,3228.15,Vilnius,Burbiškės
2022-10,3195.14,Vilnius,Burbiškės
2017-12,1100,Vilnius,Didieji Gulbinai
2018-01,1100,Vilnius,Didieji Gulbinai
2018-02,1100,Vilnius,Didieji Gulbinai
2018-03,1068.27,Vilnius,Didieji Gulbinai
2018-04,1087.58,Vilnius,Didieji Gulbinai
2018-05,1091.17,Vilnius,Didieji Gulbinai
2018-06,1090.02,Vilnius,Didieji Gulbinai
2018-07,1100,Vilnius,Didieji Gulbinai
2018-08,936.55,Vilnius,Didieji Gulbinai
2018-09,1041.9,Vilnius,Didieji Gulbinai
2018-10,982.13,Vilnius,Didieji Gulbinai
2018-11,957.94,Vilnius,Didieji Gulbinai
2018-12,964.93,Vilnius,Didieji Gulbinai
2019-01,974.94,Vilnius,Didieji Gulbinai
2019-02,1062.37,Vilnius,Didieji Gulbinai
2019-03,1086.07,Vilnius,Didieji Gulbinai
2019-04,1084.04,Vilnius,Didieji Gulbinai
2019-05,1076.91,Vilnius,Didieji Gulbinai
2019-06,1129.34,Vilnius,Didieji Gulbinai
2019-07,1150.55,Vilnius,Didieji Gulbinai
2019-08,1167.04,Vilnius,Didieji Gulbinai
2019-09,1169.94,Vilnius,Didieji Gulbinai
2019-10,1156.86,Vilnius,Didieji Gulbinai
2019-11,1113.58,Vilnius,Didieji Gulbinai
2019-12,1093.88,Vilnius,Didieji Gulbinai
2020-01,1076.83,Vilnius,Didieji Gulbinai
2020-02,1077.49,Vilnius,Didieji Gulbinai
2020-03,1075.47,Vilnius,Didieji Gulbinai
2020-04,1062.08,Vilnius,Didieji Gulbinai
2020-05,1075.65,Vilnius,Didieji Gulbinai
2020-06,1199.21,Vilnius,Didieji Gulbinai
2020-07,1098.34,Vilnius,Didieji Gulbinai
2020-08,1153.21,Vilnius,Didieji Gulbinai
2020-09,1205.97,Vilnius,Didieji Gulbinai
2020-10,1223.49,Vilnius,Didieji Gulbinai
2020-11,1183.43,Vilnius,Didieji Gulbinai
2020-12,1188.18,Vilnius,Didieji Gulbinai
2021-01,1200.92,Vilnius,Didieji Gulbinai
2021-02,1232.79,Vilnius,Didieji Gulbinai
2021-03,1261.05,Vilnius,Didieji Gulbinai
2021-04,1290.22,Vilnius,Didieji Gulbinai
2021-08,1471.01,Vilnius,Didieji Gulbinai
2017-03,1027.3,Vilnius,Dvarčionys
2017-08,1110.97,Vilnius,Dvarčionys
2017-09,1105.05,Vilnius,Dvarčionys
2017-10,1083.24,Vilnius,Dvarčionys
2017-11,1083.22,Vilnius,Dvarčionys
2017-12,1097.84,Vilnius,Dvarčionys
2018-01,1030.86,Vilnius,Dvarčionys
2018-02,967.35,Vilnius,Dvarčionys
2018-03,1000.16,Vilnius,Dvarčionys
2018-04,1068.55,Vilnius,Dvarčionys
2018-05,921.99,Vilnius,Dvarčionys
2018-06,1178.95,Vilnius,Dvarčionys
2018-07,1161.03,Vilnius,Dvarčionys
2018-08,1039.25,Vilnius,Dvarčionys
2018-09,1042.9,Vilnius,Dvarčionys
2018-10,930.99,Vilnius,Dvarčionys
2018-11,745.29,Vilnius,Dvarčionys
2018-12,621.13,Vilnius,Dvarčionys
2019-01,622.29,Vilnius,Dvarčionys
2019-02,626.62,Vilnius,Dvarčionys
2019-03,766.81,Vilnius,Dvarčionys
2019-04,671.24,Vilnius,Dvarčionys
2019-06,1250.11,Vilnius,Dvarčionys
2019-07,938.07,Vilnius,Dvarčionys
2019-08,1003.2,Vilnius,Dvarčionys
2019-09,1084.39,Vilnius,Dvarčionys
2019-10,1011.6,Vilnius,Dvarčionys
2019-11,1020.65,Vilnius,Dvarčionys
2019-12,1052.47,Vilnius,Dvarčionys
2020-01,1094.88,Vilnius,Dvarčionys
2020-02,1292.77,Vilnius,Dvarčionys
2020-03,1291.65,Vilnius,Dvarčionys
2020-04,1417.42,Vilnius,Dvarčionys
2020-05,1494.26,Vilnius,Dvarčionys
2020-06,1394.51,Vilnius,Dvarčionys
2020-07,1551.75,Vilnius,Dvarčionys
2020-08,1360.23,Vilnius,Dvarčionys
2020-09,1142.99,Vilnius,Dvarčionys
2021-02,2100.85,Vilnius,Dvarčionys
2021-03,1570.71,Vilnius,Dvarčionys
2021-06,1386.9,Vilnius,Dvarčionys
2021-07,1394.03,Vilnius,Dvarčionys
