Date,Price,City,District
2018-02-01,547,Kaunas,Rokai
2018-08-01,637,Kaunas,Rokai
2018-09-01,542,Kaunas,Rokai
2018-10-01,523,Kaunas,Rokai
2019-07-01,798,Kaunas,Rokai
2019-08-01,770,Kaunas,Rokai
2019-09-01,782,Kaunas,Rokai
2019-10-01,916,Kaunas,Rokai
2019-12-01,913,Kaunas,Rokai
2020-01-01,924,Kaunas,Rokai
2020-02-01,907,Kaunas,Rokai
2020-03-01,882,Kaunas,Rokai
2020-04-01,880,Kaunas,Rokai
2020-05-01,881,Kaunas,Rokai
2020-06-01,864,Kaunas,Rokai
2020-08-01,859,Kaunas,Rokai
2020-09-01,836,Kaunas,Rokai
2020-10-01,941,Kaunas,Rokai
2020-11-01,985,Kaunas,Rokai
2021-01-01,1303,Kaunas,Rokai
2022-02-01,1532,Kaunas,Rokai
2022-03-01,1472,Kaunas,Rokai
2022-04-01,1499,Kaunas,Rokai
2017-01-01,919,Kaunas,Romainiai
2017-02-01,951,Kaunas,Romainiai
2017-03-01,976,Kaunas,Romainiai
2017-04-01,957,Kaunas,Romainiai
2017-05-01,872,Kaunas,Romainiai
2017-06-01,914,Kaunas,Romainiai
2017-07-01,872,Kaunas,Romainiai
2017-08-01,852,Kaunas,Romainiai
2017-09-01,834,Kaunas,Romainiai
2017-10-01,931,Kaunas,Romainiai
2017-11-01,968,Kaunas,Romainiai
2017-12-01,946,Kaunas,Romainiai
2018-01-01,934,Kaunas,Romainiai
2018-02-01,966,Kaunas,Romainiai
2018-03-01,949,Kaunas,Romainiai
2018-04-01,1002,Kaunas,Romainiai
2018-05-01,1009,Kaunas,Romainiai
2018-06-01,1030,Kaunas,Romainiai
2018-07-01,1066,Kaunas,Romainiai
2018-08-01,1052,Kaunas,Romainiai
2018-09-01,1036,Kaunas,Romainiai
2018-10-01,1060,Kaunas,Romainiai
2018-11-01,1056,Kaunas,Romainiai
2018-12-01,1071,Kaunas,Romainiai
2019-01-01,944,Kaunas,Romainiai
2019-02-01,936,Kaunas,Romainiai
2019-03-01,977,Kaunas,Romainiai
2019-04-01,998,Kaunas,Romainiai
2019-05-01,976,Kaunas,Romainiai
2019-06-01,1091,Kaunas,Romainiai
2019-07-01,1083,Kaunas,Romainiai
2019-08-01,1094,Kaunas,Romainiai
2019-09-01,1101,Kaunas,Romainiai
2019-10-01,1013,Kaunas,Romainiai
2019-11-01,1017,Kaunas,Romainiai
2019-12-01,981,Kaunas,Romainiai
2020-01-01,952,Kaunas,Romainiai
2020-02-01,995,Kaunas,Romainiai
2020-03-01,1036,Kaunas,Romainiai
2020-04-01,993,Kaunas,Romainiai
2020-05-01,988,Kaunas,Romainiai
2020-06-01,1053,Kaunas,Romainiai
2020-07-01,1033,Kaunas,Romainiai
2020-08-01,1026,Kaunas,Romainiai
2020-09-01,1063,Kaunas,Romainiai
2020-10-01,1101,Kaunas,Romainiai
2020-11-01,1153,Kaunas,Romainiai
2020-12-01,1165,Kaunas,Romainiai
2021-01-01,1171,Kaunas,Romainiai
2021-02-01,1199,Kaunas,Romainiai
2021-03-01,1252,Kaunas,Romainiai
2021-04-01,1266,Kaunas,Romainiai
2021-05-01,1306,Kaunas,Romainiai
2021-06-01,1389,Kaunas,Romainiai
2021-07-01,1449,Kaunas,Romainiai
2021-08-01,1569,Kaunas,Romainiai
2021-09-01,1498,Kaunas,Romainiai
2021-10-01,1419,Kaunas,Romainiai
2021-11-01,1486,Kaunas,Romainiai
2021-12-01,1483,Kaunas,Romainiai
2022-01-01,1458,Kaunas,Romainiai
2022-02-01,1553,Kaunas,Romainiai
2022-03-01,1592,Kaunas,Romainiai
2022-04-01,1605,Kaunas,Romainiai
2022-05-01,1807,Kaunas,Romainiai
2022-06-01,1721,Kaunas,Romainiai
2022-07-01,1553,Kaunas,Romainiai
2022-08-01,1766,Kaunas,Romainiai
2022-09-01,1993,Kaunas,Romainiai
2022-10-01,1751,Kaunas,Romainiai
2017-01-01,894,Kaunas,Sargėnai
2017-02-01,901,Kaunas,Sargėnai
2017-03-01,886,Kaunas,Sargėnai
2017-04-01,896,Kaunas,Sargėnai
2017-05-01,889,Kaunas,Sargėnai
2017-06-01,893,Kaunas,Sargėnai
2017-07-01,902,Kaunas,Sargėnai
2017-08-01,896,Kaunas,Sargėnai
2017-09-01,900,Kaunas,Sargėnai
2017-10-01,873,Kaunas,Sargėnai
2017-11-01,896,Kaunas,Sargėnai
2017-12-01,916,Kaunas,Sargėnai
2018-01-01,922,Kaunas,Sargėnai
2018-02-01,913,Kaunas,Sargėnai
2018-03-01,874,Kaunas,Sargėnai
2018-04-01,848,Kaunas,Sargėnai
2018-05-01,843,Kaunas,Sargėnai
2018-06-01,880,Kaunas,Sargėnai
2018-07-01,868,Kaunas,Sargėnai
2018-08-01,840,Kaunas,Sargėnai
2018-09-01,817,Kaunas,Sargėnai
2018-10-01,868,Kaunas,Sargėnai
2018-11-01,908,Kaunas,Sargėnai
2018-12-01,893,Kaunas,Sargėnai
2019-01-01,870,Kaunas,Sargėnai
2019-02-01,894,Kaunas,Sargėnai
2019-03-01,941,Kaunas,Sargėnai
2019-04-01,1069,Kaunas,Sargėnai
2019-05-01,982,Kaunas,Sargėnai
2019-06-01,955,Kaunas,Sargėnai
2019-07-01,901,Kaunas,Sargėnai
2019-08-01,923,Kaunas,Sargėnai
2019-09-01,896,Kaunas,Sargėnai
2019-10-01,889,Kaunas,Sargėnai
2019-11-01,835,Kaunas,Sargėnai
2019-12-01,835,Kaunas,Sargėnai
2020-01-01,835,Kaunas,Sargėnai
2020-02-01,1022,Kaunas,Sargėnai
2020-03-01,878,Kaunas,Sargėnai
2020-04-01,719,Kaunas,Sargėnai
2020-05-01,806,Kaunas,Sargėnai
2020-06-01,844,Kaunas,Sargėnai
2020-07-01,819,Kaunas,Sargėnai
2020-08-01,802,Kaunas,Sargėnai
2020-09-01,807,Kaunas,Sargėnai
2020-10-01,776,Kaunas,Sargėnai
2020-11-01,758,Kaunas,Sargėnai
2020-12-01,807,Kaunas,Sargėnai
2021-01-01,770,Kaunas,Sargėnai
2021-02-01,657,Kaunas,Sargėnai
2021-03-01,824,Kaunas,Sargėnai
2021-04-01,820,Kaunas,Sargėnai
2021-05-01,847,Kaunas,Sargėnai
2021-06-01,1038,Kaunas,Sargėnai
2021-07-01,1051,Kaunas,Sargėnai
2021-08-01,1202,Kaunas,Sargėnai
2021-09-01,1251,Kaunas,Sargėnai
2021-10-01,1224,Kaunas,Sargėnai
2021-11-01,1185,Kaunas,Sargėnai
2021-12-01,1171,Kaunas,Sargėnai
2022-01-01,1147,Kaunas,Sargėnai
2022-02-01,1104,Kaunas,Sargėnai
2022-03-01,1096,Kaunas,Sargėnai
2022-04-01,1171,Kaunas,Sargėnai
2022-05-01,1233,Kaunas,Sargėnai
2022-06-01,1318,Kaunas,Sargėnai
2022-08-01,1319,Kaunas,Sargėnai
2022-10-01,1373,Kaunas,Sargėnai
2017-01-01,1451,Kaunas,Senamiestis
2017-02-01,1437,Kaunas,Senamiestis
2017-03-01,1491,Kaunas,Senamiestis
2017-04-01,1511,Kaunas,Senamiestis
2017-05-01,1515,Kaunas,Senamiestis
2017-06-01,1489,Kaunas,Senamiestis
2017-07-01,1474,Kaunas,Senamiestis
2017-08-01,1500,Kaunas,Senamiestis
2017-09-01,1557,Kaunas,Senamiestis
2017-10-01,1556,Kaunas,Senamiestis
2017-11-01,1510,Kaunas,Senamiestis
2017-12-01,1480,Kaunas,Senamiestis
2018-01-01,1529,Kaunas,Senamiestis
2018-02-01,1585,Kaunas,Senamiestis
2018-03-01,1599,Kaunas,Senamiestis
2018-04-01,1747,Kaunas,Senamiestis
2018-05-01,1760,Kaunas,Senamiestis
2018-06-01,1775,Kaunas,Senamiestis
2018-07-01,1784,Kaunas,Senamiestis
2018-08-01,1774,Kaunas,Senamiestis
2018-09-01,1790,Kaunas,Senamiestis
2018-10-01,1830,Kaunas,Senamiestis
2018-11-01,1808,Kaunas,Senamiestis
2018-12-01,1762,Kaunas,Senamiestis
2019-01-01,1759,Kaunas,Senamiestis
2019-02-01,1710,Kaunas,Senamiestis
2019-03-01,1639,Kaunas,Senamiestis
2019-04-01,1647,Kaunas,Senamiestis
2019-05-01,1658,Kaunas,Senamiestis
2019-06-01,1563,Kaunas,Senamiestis
2019-07-01,1547,Kaunas,Senamiestis
2019-08-01,1582,Kaunas,Senamiestis
2019-09-01,1642,Kaunas,Senamiestis
2019-10-01,1623,Kaunas,Senamiestis
2019-11-01,1660,Kaunas,Senamiestis
2019-12-01,1557,Kaunas,Senamiestis
2020-01-01,1597,Kaunas,Senamiestis
2020-02-01,1891,Kaunas,Senamiestis
2020-03-01,1914,Kaunas,Senamiestis
2020-04-01,2008,Kaunas,Senamiestis
2020-05-01,1888,Kaunas,Senamiestis
2020-06-01,1822,Kaunas,Senamiestis
2020-07-01,1784,Kaunas,Senamiestis
2020-08-01,1771,Kaunas,Senamiestis
2020-09-01,1938,Kaunas,Senamiestis
2020-10-01,1906,Kaunas,Senamiestis
2020-11-01,1977,Kaunas,Senamiestis
2020-12-01,2159,Kaunas,Senamiestis
2021-01-01,2171,Kaunas,Senamiestis
2021-02-01,2137,Kaunas,Senamiestis
2021-03-01,2246,Kaunas,Senamiestis
2021-04-01,2301,Kaunas,Senamiestis
2021-05-01,2373,Kaunas,Senamiestis
2021-06-01,2337,Kaunas,Senamiestis
2021-07-01,2402,Kaunas,Senamiestis
2021-08-01,2357,Kaunas,Senamiestis
2021-09-01,2375,Kaunas,Senamiestis
2021-10-01,2283,Kaunas,Senamiestis
2021-11-01,2298,Kaunas,Senamiestis
2021-12-01,2257,Kaunas,Senamiestis
2022-01-01,2501,Kaunas,Senamiestis
2022-02-01,2442,Kaunas,Senamiestis
2022-03-01,2532,Kaunas,Senamiestis
2022-04-01,2627,Kaunas,Senamiestis
2022-05-01,2773,Kaunas,Senamiestis
2022-06-01,2932,Kaunas,Senamiestis
2022-07-01,2795,Kaunas,Senamiestis
2022-08-01,2837,Kaunas,Senamiestis
2022-09-01,2912,Kaunas,Senamiestis
2022-10-01,2909,Kaunas,Senamiestis
2017-01-01,883,Kaunas,Šilainiai
2017-02-01,887,Kaunas,Šilainiai
2017-03-01,911,Kaunas,Šilainiai
2017-04-01,918,Kaunas,Šilainiai
2017-05-01,918,Kaunas,Šilainiai
2017-06-01,922,Kaunas,Šilainiai
2017-07-01,921,Kaunas,Šilainiai
2017-08-01,911,Kaunas,Šilainiai
2017-09-01,904,Kaunas,Šilainiai
2017-10-01,897,Kaunas,Šilainiai
2017-11-01,900,Kaunas,Šilainiai
2017-12-01,901,Kaunas,Šilainiai
2018-01-01,903,Kaunas,Šilainiai
2018-02-01,922,Kaunas,Šilainiai
2018-03-01,931,Kaunas,Šilainiai
2018-04-01,946,Kaunas,Šilainiai
2018-05-01,914,Kaunas,Šilainiai
2018-06-01,926,Kaunas,Šilainiai
2018-07-01,952,Kaunas,Šilainiai
2018-08-01,955,Kaunas,Šilainiai
2018-09-01,954,Kaunas,Šilainiai
2018-10-01,951,Kaunas,Šilainiai
2018-11-01,940,Kaunas,Šilainiai
2018-12-01,941,Kaunas,Šilainiai
2019-01-01,948,Kaunas,Šilainiai
2019-02-01,984,Kaunas,Šilainiai
2019-03-01,1013,Kaunas,Šilainiai
2019-04-01,1023,Kaunas,Šilainiai
2019-05-01,1011,Kaunas,Šilainiai
2019-06-01,1029,Kaunas,Šilainiai
2019-07-01,1041,Kaunas,Šilainiai
2019-08-01,1048,Kaunas,Šilainiai
2019-09-01,1033,Kaunas,Šilainiai
2019-10-01,1046,Kaunas,Šilainiai
2019-11-01,1070,Kaunas,Šilainiai
2019-12-01,1041,Kaunas,Šilainiai
2020-01-01,1057,Kaunas,Šilainiai
2020-02-01,1072,Kaunas,Šilainiai
2020-03-01,1086,Kaunas,Šilainiai
2020-04-01,1076,Kaunas,Šilainiai
2020-05-01,1069,Kaunas,Šilainiai
2020-06-01,1052,Kaunas,Šilainiai
2020-07-01,1045,Kaunas,Šilainiai
2020-08-01,1046,Kaunas,Šilainiai
2020-09-01,1053,Kaunas,Šilainiai
2020-10-01,1062,Kaunas,Šilainiai
2020-11-01,1075,Kaunas,Šilainiai
2020-12-01,1127,Kaunas,Šilainiai
2021-01-01,1134,Kaunas,Šilainiai
2021-02-01,1128,Kaunas,Šilainiai
2021-03-01,1168,Kaunas,Šilainiai
2021-04-01,1162,Kaunas,Šilainiai
2021-05-01,1189,Kaunas,Šilainiai
2021-06-01,1299,Kaunas,Šilainiai
2021-07-01,1329,Kaunas,Šilainiai
2021-08-01,1354,Kaunas,Šilainiai
2021-09-01,1365,Kaunas,Šilainiai
2021-10-01,1387,Kaunas,Šilainiai
2021-11-01,1430,Kaunas,Šilainiai
2021-12-01,1468,Kaunas,Šilainiai
2022-01-01,1522,Kaunas,Šilainiai
2022-02-01,1520,Kaunas,Šilainiai
2022-03-01,1566,Kaunas,Šilainiai
2022-04-01,1533,Kaunas,Šilainiai
2022-05-01,1551,Kaunas,Šilainiai
2022-06-01,1620,Kaunas,Šilainiai
2022-07-01,1616,Kaunas,Šilainiai
2022-08-01,1635,Kaunas,Šilainiai
2022-09-01,1614,Kaunas,Šilainiai
2022-10-01,1639,Kaunas,Šilainiai
2017-05-01,784,Kaunas,Vaišvydava
2017-07-01,650,Kaunas,Vaišvydava
2017-08-01,702,Kaunas,Vaišvydava
2018-06-01,1361,Kaunas,Vaišvydava
2018-07-01,1418,Kaunas,Vaišvydava
2018-08-01,1418,Kaunas,Vaišvydava
2018-11-01,1226,Kaunas,Vaišvydava
2018-12-01,1205,Kaunas,Vaišvydava
2019-01-01,1192,Kaunas,Vaišvydava
2019-02-01,1186,Kaunas,Vaišvydava
2019-03-01,1151,Kaunas,Vaišvydava
2019-04-01,1151,Kaunas,Vaišvydava
2019-05-01,1132,Kaunas,Vaišvydava
2019-06-01,1079,Kaunas,Vaišvydava
2019-07-01,953,Kaunas,Vaišvydava
2019-08-01,1048,Kaunas,Vaišvydava
2019-09-01,1033,Kaunas,Vaišvydava
2019-10-01,1012,Kaunas,Vaišvydava
2019-11-01,1012,Kaunas,Vaišvydava
2019-12-01,1242,Kaunas,Vaišvydava
2020-01-01,1241,Kaunas,Vaišvydava
2020-02-01,1039,Kaunas,Vaišvydava
2020-11-01,687,Kaunas,Vaišvydava
2020-12-01,602,Kaunas,Vaišvydava
2021-01-01,602,Kaunas,Vaišvydava
2021-02-01,596,Kaunas,Vaišvydava
2017-12-01,1409,Kaunas,Vičiūnai
2018-01-01,1480,Kaunas,Vičiūnai
2018-02-01,1531,Kaunas,Vičiūnai
2018-03-01,1587,Kaunas,Vičiūnai
2018-04-01,1523,Kaunas,Vičiūnai
2018-05-01,1153,Kaunas,Vičiūnai
2018-06-01,907,Kaunas,Vičiūnai
2018-07-01,679,Kaunas,Vičiūnai
2018-08-01,679,Kaunas,Vičiūnai
2018-10-01,1190,Kaunas,Vičiūnai
2018-11-01,854,Kaunas,Vičiūnai
2018-12-01,938,Kaunas,Vičiūnai
2019-01-01,1293,Kaunas,Vičiūnai
2019-02-01,1491,Kaunas,Vičiūnai
2019-03-01,1625,Kaunas,Vičiūnai
2019-04-01,1633,Kaunas,Vičiūnai
2019-05-01,1683,Kaunas,Vičiūnai
2019-06-01,1787,Kaunas,Vičiūnai
2019-07-01,1730,Kaunas,Vičiūnai
2019-08-01,1643,Kaunas,Vičiūnai
2019-09-01,1655,Kaunas,Vičiūnai
2019-10-01,1456,Kaunas,Vičiūnai
2019-11-01,1456,Kaunas,Vičiūnai
2019-12-01,1669,Kaunas,Vičiūnai
2020-01-01,1675,Kaunas,Vičiūnai
2020-03-01,1809,Kaunas,Vičiūnai
2020-04-01,1809,Kaunas,Vičiūnai
2020-06-01,1696,Kaunas,Vičiūnai
2020-07-01,1696,Kaunas,Vičiūnai
2020-08-01,1696,Kaunas,Vičiūnai
2020-10-01,1746,Kaunas,Vičiūnai
2020-11-01,1687,Kaunas,Vičiūnai
2020-12-01,1679,Kaunas,Vičiūnai
2021-01-01,1975,Kaunas,Vičiūnai
2021-02-01,1870,Kaunas,Vičiūnai
2021-03-01,2104,Kaunas,Vičiūnai
2022-06-01,2446,Kaunas,Vičiūnai
2022-07-01,2451,Kaunas,Vičiūnai
2022-08-01,2439,Kaunas,Vičiūnai
2017-01-01,840,Kaunas,Vilijampolė
2017-02-01,806,Kaunas,Vilijampolė
2017-03-01,926,Kaunas,Vilijampolė
2017-04-01,894,Kaunas,Vilijampolė
2017-05-01,868,Kaunas,Vilijampolė
2017-06-01,819,Kaunas,Vilijampolė
2017-07-01,849,Kaunas,Vilijampolė
2017-08-01,848,Kaunas,Vilijampolė
2017-09-01,873,Kaunas,Vilijampolė
2017-10-01,886,Kaunas,Vilijampolė
2017-11-01,919,Kaunas,Vilijampolė
2017-12-01,871,Kaunas,Vilijampolė
2018-01-01,867,Kaunas,Vilijampolė
2018-02-01,816,Kaunas,Vilijampolė
2018-03-01,839,Kaunas,Vilijampolė
2018-04-01,847,Kaunas,Vilijampolė
2018-05-01,865,Kaunas,Vilijampolė
2018-06-01,891,Kaunas,Vilijampolė
2018-07-01,895,Kaunas,Vilijampolė
2018-08-01,944,Kaunas,Vilijampolė
2018-09-01,978,Kaunas,Vilijampolė
2018-10-01,997,Kaunas,Vilijampolė
2018-11-01,1046,Kaunas,Vilijampolė
2018-12-01,1115,Kaunas,Vilijampolė
2019-01-01,1118,Kaunas,Vilijampolė
2019-02-01,1143,Kaunas,Vilijampolė
2019-03-01,1158,Kaunas,Vilijampolė
2019-04-01,1154,Kaunas,Vilijampolė
2019-05-01,1114,Kaunas,Vilijampolė
2019-06-01,1138,Kaunas,Vilijampolė
2019-07-01,1179,Kaunas,Vilijampolė
2019-08-01,1100,Kaunas,Vilijampolė
2019-09-01,1100,Kaunas,Vilijampolė
2019-10-01,1114,Kaunas,Vilijampolė
2019-11-01,1109,Kaunas,Vilijampolė
2019-12-01,1152,Kaunas,Vilijampolė
2020-01-01,1213,Kaunas,Vilijampolė
2020-02-01,1306,Kaunas,Vilijampolė
2020-03-01,1202,Kaunas,Vilijampolė
2020-04-01,1210,Kaunas,Vilijampolė
2020-05-01,1200,Kaunas,Vilijampolė
2020-06-01,1203,Kaunas,Vilijampolė
2020-07-01,1200,Kaunas,Vilijampolė
2020-08-01,1251,Kaunas,Vilijampolė
2020-09-01,1289,Kaunas,Vilijampolė
2020-10-01,1267,Kaunas,Vilijampolė
2020-11-01,1242,Kaunas,Vilijampolė
2020-12-01,1234,Kaunas,Vilijampolė
2021-01-01,1362,Kaunas,Vilijampolė
2021-02-01,1379,Kaunas,Vilijampolė
2021-03-01,1381,Kaunas,Vilijampolė
2021-04-01,1585,Kaunas,Vilijampolė
2021-05-01,1618,Kaunas,Vilijampolė
2021-06-01,1558,Kaunas,Vilijampolė
2021-07-01,1443,Kaunas,Vilijampolė
2021-08-01,1452,Kaunas,Vilijampolė
2021-09-01,1454,Kaunas,Vilijampolė
2021-10-01,1577,Kaunas,Vilijampolė
2021-11-01,1593,Kaunas,Vilijampolė
2021-12-01,1656,Kaunas,Vilijampolė
2022-01-01,1750,Kaunas,Vilijampolė
2022-02-01,1776,Kaunas,Vilijampolė
2022-03-01,1767,Kaunas,Vilijampolė
2022-04-01,1866,Kaunas,Vilijampolė
2022-05-01,1905,Kaunas,Vilijampolė
2022-06-01,1910,Kaunas,Vilijampolė
2022-07-01,1994,Kaunas,Vilijampolė
2022-08-01,1939,Kaunas,Vilijampolė
2022-09-01,2219,Kaunas,Vilijampolė
2022-10-01,2302,Kaunas,Vilijampolė
2017-01-01,994,Kaunas,Vytėnai
2017-02-01,994,Kaunas,Vytėnai
2017-03-01,1019,Kaunas,Vytėnai
2017-04-01,1032,Kaunas,Vytėnai
2017-05-01,1206,Kaunas,Vytėnai
2017-06-01,1171,Kaunas,Vytėnai
2017-07-01,1207,Kaunas,Vytėnai
2017-08-01,1185,Kaunas,Vytėnai
2017-09-01,1132,Kaunas,Vytėnai
2017-10-01,1217,Kaunas,Vytėnai
2017-11-01,1217,Kaunas,Vytėnai
2017-12-01,913,Kaunas,Vytėnai
2018-01-01,872,Kaunas,Vytėnai
2018-02-01,1102,Kaunas,Vytėnai
2018-03-01,1170,Kaunas,Vytėnai
2018-04-01,1338,Kaunas,Vytėnai
2018-05-01,1449,Kaunas,Vytėnai
2018-06-01,1414,Kaunas,Vytėnai
2018-07-01,1250,Kaunas,Vytėnai
2018-08-01,1245,Kaunas,Vytėnai
2018-09-01,1272,Kaunas,Vytėnai
2018-10-01,1279,Kaunas,Vytėnai
2018-11-01,1350,Kaunas,Vytėnai
2018-12-01,1262,Kaunas,Vytėnai
2019-01-01,1253,Kaunas,Vytėnai
2019-02-01,1266,Kaunas,Vytėnai
2019-03-01,1263,Kaunas,Vytėnai
2019-04-01,1300,Kaunas,Vytėnai
2019-05-01,1271,Kaunas,Vytėnai
2019-06-01,1236,Kaunas,Vytėnai
2019-07-01,1167,Kaunas,Vytėnai
2019-08-01,1124,Kaunas,Vytėnai
2019-09-01,1180,Kaunas,Vytėnai
2019-10-01,1198,Kaunas,Vytėnai
2019-11-01,1478,Kaunas,Vytėnai
2019-12-01,1348,Kaunas,Vytėnai
2020-01-01,1370,Kaunas,Vytėnai
2020-02-01,1196,Kaunas,Vytėnai
2020-03-01,1306,Kaunas,Vytėnai
2020-04-01,1363,Kaunas,Vytėnai
2020-05-01,1232,Kaunas,Vytėnai
2020-06-01,1286,Kaunas,Vytėnai
2020-07-01,1128,Kaunas,Vytėnai
2020-08-01,1120,Kaunas,Vytėnai
2020-09-01,1302,Kaunas,Vytėnai
2020-10-01,1254,Kaunas,Vytėnai
2020-11-01,1285,Kaunas,Vytėnai
2020-12-01,1550,Kaunas,Vytėnai
2021-01-01,1444,Kaunas,Vytėnai
2021-02-01,1462,Kaunas,Vytėnai
2021-03-01,1408,Kaunas,Vytėnai
2017-01-01,1076,Kaunas,Žaliakalnis
2017-02-01,1096,Kaunas,Žaliakalnis
2017-03-01,1125,Kaunas,Žaliakalnis
2017-04-01,1100,Kaunas,Žaliakalnis
2017-05-01,1089,Kaunas,Žaliakalnis
2017-06-01,1081,Kaunas,Žaliakalnis
2017-07-01,1078,Kaunas,Žaliakalnis
2017-08-01,1085,Kaunas,Žaliakalnis
2017-09-01,1103,Kaunas,Žaliakalnis
2017-10-01,1089,Kaunas,Žaliakalnis
2017-11-01,1126,Kaunas,Žaliakalnis
2017-12-01,1124,Kaunas,Žaliakalnis
2018-01-01,1137,Kaunas,Žaliakalnis
2018-02-01,1115,Kaunas,Žaliakalnis
2018-03-01,1117,Kaunas,Žaliakalnis
2018-04-01,1099,Kaunas,Žaliakalnis
2018-05-01,1115,Kaunas,Žaliakalnis
2018-06-01,1134,Kaunas,Žaliakalnis
2018-07-01,1159,Kaunas,Žaliakalnis
2018-08-01,1160,Kaunas,Žaliakalnis
2018-09-01,1151,Kaunas,Žaliakalnis
2018-10-01,1209,Kaunas,Žaliakalnis
2018-11-01,1248,Kaunas,Žaliakalnis
2018-12-01,1266,Kaunas,Žaliakalnis
2019-01-01,1250,Kaunas,Žaliakalnis
2019-02-01,1246,Kaunas,Žaliakalnis
2019-03-01,1264,Kaunas,Žaliakalnis
2019-04-01,1241,Kaunas,Žaliakalnis
2019-05-01,1242,Kaunas,Žaliakalnis
2019-06-01,1276,Kaunas,Žaliakalnis
2019-07-01,1286,Kaunas,Žaliakalnis
2019-08-01,1285,Kaunas,Žaliakalnis
2019-09-01,1277,Kaunas,Žaliakalnis
2019-10-01,1295,Kaunas,Žaliakalnis
2019-11-01,1291,Kaunas,Žaliakalnis
2019-12-01,1306,Kaunas,Žaliakalnis
2020-01-01,1334,Kaunas,Žaliakalnis
2020-02-01,1404,Kaunas,Žaliakalnis
2020-03-01,1441,Kaunas,Žaliakalnis
2020-04-01,1449,Kaunas,Žaliakalnis
2020-05-01,1422,Kaunas,Žaliakalnis
2020-06-01,1399,Kaunas,Žaliakalnis
2020-07-01,1434,Kaunas,Žaliakalnis
2020-08-01,1447,Kaunas,Žaliakalnis
2020-09-01,1428,Kaunas,Žaliakalnis
2020-10-01,1419,Kaunas,Žaliakalnis
2020-11-01,1502,Kaunas,Žaliakalnis
2020-12-01,1560,Kaunas,Žaliakalnis
2021-01-01,1584,Kaunas,Žaliakalnis
2021-02-01,1612,Kaunas,Žaliakalnis
2021-03-01,1606,Kaunas,Žaliakalnis
2021-04-01,1642,Kaunas,Žaliakalnis
2021-05-01,1636,Kaunas,Žaliakalnis
2021-06-01,1616,Kaunas,Žaliakalnis
2021-07-01,1608,Kaunas,Žaliakalnis
2021-08-01,1641,Kaunas,Žaliakalnis
2021-09-01,1670,Kaunas,Žaliakalnis
2021-10-01,1660,Kaunas,Žaliakalnis
2021-11-01,1690,Kaunas,Žaliakalnis
2021-12-01,1683,Kaunas,Žaliakalnis
2022-01-01,1755,Kaunas,Žaliakalnis
2022-02-01,1884,Kaunas,Žaliakalnis
2022-03-01,1872,Kaunas,Žaliakalnis
2022-04-01,1887,Kaunas,Žaliakalnis
2022-05-01,1928,Kaunas,Žaliakalnis
2022-06-01,2002,Kaunas,Žaliakalnis
2022-07-01,2012,Kaunas,Žaliakalnis
2022-08-01,2044,Kaunas,Žaliakalnis
2022-09-01,2108,Kaunas,Žaliakalnis
2022-10-01,2096,Kaunas,Žaliakalnis
2017-01-01,846,Kaunas,Žemieji Šančiai
2017-02-01,884,Kaunas,Žemieji Šančiai
2017-03-01,898,Kaunas,Žemieji Šančiai
2017-04-01,929,Kaunas,Žemieji Šančiai
2017-05-01,930,Kaunas,Žemieji Šančiai
2017-06-01,871,Kaunas,Žemieji Šančiai
2017-07-01,881,Kaunas,Žemieji Šančiai
2017-08-01,873,Kaunas,Žemieji Šančiai
2017-09-01,879,Kaunas,Žemieji Šančiai
2017-10-01,900,Kaunas,Žemieji Šančiai
2017-11-01,852,Kaunas,Žemieji Šančiai
2017-12-01,914,Kaunas,Žemieji Šančiai
2018-01-01,899,Kaunas,Žemieji Šančiai
2018-02-01,883,Kaunas,Žemieji Šančiai
2018-03-01,865,Kaunas,Žemieji Šančiai
2018-04-01,831,Kaunas,Žemieji Šančiai
2018-05-01,872,Kaunas,Žemieji Šančiai
2018-06-01,956,Kaunas,Žemieji Šančiai
2018-07-01,973,Kaunas,Žemieji Šančiai
2018-08-01,1089,Kaunas,Žemieji Šančiai
2018-09-01,1080,Kaunas,Žemieji Šančiai
2018-10-01,1037,Kaunas,Žemieji Šančiai
2018-11-01,1025,Kaunas,Žemieji Šančiai
2018-12-01,1020,Kaunas,Žemieji Šančiai
2019-01-01,1066,Kaunas,Žemieji Šančiai
2019-02-01,1090,Kaunas,Žemieji Šančiai
2019-03-01,1112,Kaunas,Žemieji Šančiai
2019-04-01,1106,Kaunas,Žemieji Šančiai
2019-05-01,1096,Kaunas,Žemieji Šančiai
2019-06-01,1110,Kaunas,Žemieji Šančiai
2019-07-01,1059,Kaunas,Žemieji Šančiai
2019-08-01,1098,Kaunas,Žemieji Šančiai
2019-09-01,1130,Kaunas,Žemieji Šančiai
2019-10-01,1164,Kaunas,Žemieji Šančiai
2019-11-01,1175,Kaunas,Žemieji Šančiai
2019-12-01,1119,Kaunas,Žemieji Šančiai
2020-01-01,1173,Kaunas,Žemieji Šančiai
2020-02-01,1253,Kaunas,Žemieji Šančiai
2020-03-01,1141,Kaunas,Žemieji Šančiai
2020-04-01,1159,Kaunas,Žemieji Šančiai
2020-05-01,1164,Kaunas,Žemieji Šančiai
2020-06-01,1257,Kaunas,Žemieji Šančiai
2020-07-01,1349,Kaunas,Žemieji Šančiai
2020-08-01,1365,Kaunas,Žemieji Šančiai
