Price,PricePerM2,Area,floor,Number of floors,Room count,Built year,Heating,Equipment,NearestKindergarten,NearestEducational,NearestShop,NearestStop,CrimeRate,City,District,href
29700,868,34.23,4,5,1,1977-01-01,Central,Fully equipped,0.69,0.63,0.19,0.37,7,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-staniunu-g-parduodamas-1-kambario-butas-panevezyje-1-3272280/
118520,2072,57.2,1,3,2,2022-01-01,Central,Fully equipped,0.15,0.38,0.23,0.21,6,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-zemaiciu-g-butas-ka-tik-pastatytame-name-irengtas-1-3270964/
14400,775,18.57,1,2,1,1960-01-01,Electric,Fully equipped,0.11,0.39,0.3,0.23,5,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-jaunimo-g-parduodama-namo-dalis-1-k-parduodama-namo-1-3029845/
77000,1089,70.72,2,5,4,1970-01-01,Central,Fully equipped,0.16,0.31,0.07,0.21,6,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-zemaiciu-g-parduodamas-tvarkingas-4-kambariu-butas-1-3236994/
51000,1020,50.0,2,5,2,1974-01-01,Central,Fully equipped,0.16,0.33,0.23,0.24,6,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-zemaiciu-g-dvieju-kambariu-butas-antrame-aukste-zemaiciu-1-3264514/
60000,1206,49.76,1,5,2,1970-01-01,Central,Fully equipped,0.05,0.29,0.21,0.24,5,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-zemaiciu-g-butas-su-visais-baldais-ir-buitine-1-3271818/
89900,1601,56.15,2,3,3,2022-01-01,Central,Partial decoration,0.15,0.38,0.23,0.21,6,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-zemaiciu-g-parduodami-aklases-naujos-statybos-3-ju-1-3251215/
55000,1100,50.0,1,5,2,1977-01-01,Central,Fully equipped,0.07,0.38,0.16,0.15,6,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-zemaiciu-g-dvieju-kambariu-butas-pirmame-aukste-zemaiciu-1-3256204/
27500,833,33.0,5,5,2,1976-01-01,Central,Fully equipped,0.81,0.72,0.26,0.49,3,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-staniunu-g-parduodamas-2k-butas-parduodamas-2-kambariu-1-3264184/
53000,981,54.0,4,5,2,1972-01-01,Central,Fully equipped,0.3,0.05,0.24,0.29,3,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-berzu-g-parduodamas-2-ju-kambariu-butas-berzu-g-nr-1-3253825/
65500,1002,65.35,1,5,3,1972-01-01,Central,Fully equipped,0.69,0.58,0.12,0.37,3,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-staniunu-g-parduodamas-nestandartinis-siltas-erdvus-1-3202037/
37000,822,45.0,5,5,2,1970-01-01,Central,Fully equipped,0.17,0.22,0.12,0.28,6,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-zemaiciu-g-parduodamas-2-kambariu-butas-zemaiciu-g-12-1-3255444/
31700,855,37.08,5,5,1,1992-01-01,Central,Fully equipped,0.65,0.46,0.16,0.33,3,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-staniunu-g-1-k-butas-adresas-staniunu-g79-panevezys-1-3248079/
89500,1344,66.57,11,12,3,1979-01-01,Central,Fully equipped,0.22,0.53,0.29,0.12,7,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-aukstaiciu-g-parduodamas-3-ju-kambariu-pilnai-irengtas-1-3245127/
30000,1051,28.55,5,5,1,1972-01-01,Central,Fully equipped,0.3,0.05,0.24,0.29,3,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-berzu-g-parduodamas-1-kambario-butas-berzu-g-1-3272880/
21900,661,33.15,2,5,2,1976-01-01,Central,Fully equipped,0.62,0.47,0.07,0.3,3,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-staniunu-g-parduodamas-erdvus-2-kamb-butas-staniunu-g-1-3268794/
46000,575,80.0,2,5,3,1977-01-01,Central,Fully equipped,0.69,0.63,0.19,0.37,7,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-staniunu-g-3-k-butas-staniunu-g-72b-namas-blokinis-ii-1-3270436/
44900,880,51.04,5,5,2,1968-01-01,Central,Fully equipped,0.41,0.51,0.23,0.19,9,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-berzu-g-parduodamas-erdvus-2-kamb-butas-berzu-1-3257194/
19900,478,41.65,5,5,2,1974-01-01,Central,Fully equipped,0.62,0.47,0.07,0.3,3,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-staniunu-g-parduodamas-2-k-butas-su-visais-patogumais-1-3255316/
32900,1088,30.23,2,5,1,1979-01-01,Central,Fully equipped,0.35,0.44,0.22,0.08,3,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-velzio-kel-parduodamas-vieno-kambario-butas-antrame-1-3252177/
75000,1288,58.21,5,5,3,1986-01-01,Central,Fully equipped,0.06,0.33,0.24,0.21,5,Panevėžys,Žemaičiai,https://en.aruodas.lt/butai-panevezyje-zemaiciuose-zemaiciu-g-parduodamas-naujai-perplanuotas-3-kambariu-1-3244981/
53790,1098,49.0,4,5,3,1973-01-01,Central,Fully equipped,0.17,0.18,0.12,0.12,10,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-f-vaitkaus-g-ramioje-vietoje-parduodamas-3-ju-kambariu-1-3269326/
109000,1322,82.44,1,5,4,1976-01-01,Central,Fully equipped,0.19,0.23,0.26,0.12,7,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-dariaus-ir-gireno-g-jaukus-4-kambariu-butas-parduodamas-4-1-3271084/
55000,1102,49.92,4,5,2,1976-01-01,Central,Fully equipped,0.17,0.17,0.31,0.08,5,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-dariaus-ir-gireno-g-parduodamas-2-kambariu-butas-info-telefonu-1-3214438/
42000,1167,36.0,5,5,1,1975-01-01,Central,Fully equipped,0.23,0.25,0.18,0.16,9,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-statybininku-g-parduodamas-jaukus-suremontuotas-vieno-1-3269302/
44500,896,49.68,5,5,2,1982-01-01,Central,Fully equipped,0.31,0.31,0.22,0.15,4,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-ateities-g-parduodamas-2-kambariu-butas-panevezio-mieste-1-3267918/
81000,1653,49.0,4,5,2,1978-01-01,Central,Fully equipped,0.28,0.23,0.48,0.06,5,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-parko-g-parduodamas-naujai-suremontuotas-2-kambariu-1-3267224/
52000,1020,51.0,5,5,2,1980-01-01,Central,Fully equipped,0.11,0.12,0.28,0.19,5,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-klaipedos-g-parduodamas-tvarkingas-butas-su-daliniais-1-3266898/
69900,1090,64.11,2,5,3,1974-01-01,Central,Fully equipped,0.17,0.19,0.25,0.1,10,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-statybininku-g-parduodamas-2-aukste-esantis-3-kambariu-butas-1-3266716/
55000,1146,48.0,4,5,2,1972-01-01,Central,Fully equipped,0.21,0.34,0.19,0.16,10,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-klaipedos-g-2-kambariu-butas-klaipedos-g-parduodamas-2-1-3265586/
65000,1275,51.0,5,5,2,1980-01-01,Central,Fully equipped,0.24,0.34,0.28,0.12,4,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-ateities-g-parduodu-2-kambariu-buta-parduodamas-2-1-3264518/
51500,1014,50.8,1,9,2,1982-01-01,Central,Fully equipped,0.27,0.4,0.33,0.05,3,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-ateities-g-plastikiniai-langai-istiklintas-balkonas-1-3263074/
38000,1061,35.83,3,5,1,1975-01-01,Central,Fully equipped,0.14,0.1,0.29,0.19,11,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-statybininku-g-parduodamas-ekonomiskas-vieno-kambario-butas-1-3093237/
67000,829,80.83,3,9,4,1978-01-01,Central,Other,0.26,0.32,0.25,0.24,11,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-statybininku-g-langai-ne-keistibe-tarpininkugalima-deretis-1-3256242/
70000,1097,63.8,5,5,3,1976-01-01,Central,Fully equipped,0.12,0.09,0.43,0.01,5,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-dariaus-ir-gireno-g-parduodamas-butas-penkiu-aukstu-daugiabutyje-1-3265088/
84000,1313,64.0,3,5,3,1979-01-01,Central,Fully equipped,0.17,0.21,0.58,0.1,7,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-parko-g-apie-buta-erdvus-ir-sviesus-butas-po-1-3255502/
69900,1092,64.0,1,5,3,1971-01-01,Central,Fully equipped,0.09,0.2,0.21,0.16,13,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-statybininku-g-reikalingas-remontas-1-3253859/
38000,1057,35.95,4,5,1,1978-01-01,Central,Fully equipped,0.25,0.22,0.27,0.19,10,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-dariaus-ir-gireno-g-be-tarpininku-parduodamas-1-k-butas-dariaus-1-3253533/
84900,1322,64.21,4,5,3,1977-01-01,Central,Fully equipped,0.13,0.24,0.17,0.14,14,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-f-vaitkaus-g-parduodamas-jaukus-sviesus-erdvus-siltas-1-3220198/
29700,871,34.11,3,5,1,1976-01-01,Central,Fully equipped,0.16,0.1,0.37,0.2,8,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-parko-g-parduodamas-1-k-butas-treciame-aukste-parko-1-3271188/
84000,1585,53.0,2,5,2,1981-01-01,Central,Fully equipped,0.29,0.44,0.4,0.04,3,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-ateities-g-parduodamas-visiskai-naujai-bei-moderniai-1-3266344/
59000,1147,51.42,4,13,2,1987-01-01,Central,Fully equipped,0.21,0.29,0.17,0.19,12,Panevėžys,Klaipėdos,https://en.aruodas.lt/butai-panevezyje-klaipedos-kosmonautu-g-parduodamas-2-kambariu-butas-kosmonautu-g-1-3265392/
