Price,PricePerM2,Area,floor,Number of floors,Room count,Built year,Heating,Equipment,NearestKindergarten,NearestEducational,NearestShop,NearestStop,CrimeRate,City,District,href
79990,1250,64.0,4,5,2,1988-01-01,Central,Fully equipped,0.19,0.26,0.22,0.22,12,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-darzelio-g-gera-kaina-puikus-pasiulymas-seimai-1-3272150/
82999,1297,64.0,4,5,2,1983-01-01,Central,Fully equipped,0.19,0.26,0.22,0.22,12,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-darzelio-g-galima-ateiti-ir-iskart-gyventi-pard-1-3270430/
79990,1250,64.0,4,5,2,1983-01-01,Central,Fully equipped,0.19,0.26,0.22,0.22,12,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-darzelio-g-darzelio-gatveje-jaukioje-vietoje-parduodamas-1-3271144/
79999,1250,64.0,4,5,2,1983-01-01,Central,Fully equipped,0.19,0.26,0.22,0.22,12,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-darzelio-g-su-visais-baldais-ir-buitine-technika-butas-1-3272208/
72000,1133,63.54,5,5,2,1983-01-01,Central,Fully equipped,0.19,0.26,0.22,0.22,12,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-darzelio-g-parduodamas-2-kambariu-su-holu-irengtas-butas-1-3271926/
108900,2943,37.0,4,8,2,2019-01-01,Central thermostat,Fully equipped,0.31,0.64,0.29,0.2,8,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-nidos-g-greitos-ikurtuves-naujos-statybos-a-pilnai-1-3271116/
109001,2946,37.0,4,8,2,2019-01-01,Central,Fully equipped,0.31,0.64,0.29,0.2,8,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-nidos-g-parduodame-naujos-statybos-name-2-ju-kambariu-1-3266958/
108990,2946,37.0,4,8,2,2019-01-01,Central thermostat,Fully equipped,0.31,0.64,0.29,0.2,8,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-nidos-g-nidos-g-a-energ-klases-name-2-kambariu-1-3272390/
109432,2958,37.0,4,8,2,2019-01-01,Central thermostat,Fully equipped,0.31,0.64,0.29,0.2,8,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-nidos-g-parduodamas-2-kamb-butas-naujos-statybos-name-1-3270054/
29999,2000,15.0,1,5,1,1977-01-01,Central,Fully equipped,0.27,0.69,0.36,0.37,17,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-rambyno-g-be-bendru-patalpu-rambyno-gatveje-1-3269912/
79900,1248,64.0,3,5,3,1988-01-01,Central,Fully equipped,0.14,0.39,0.31,0.21,17,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-sturmanu-g-parduodamas-3-ju-kambariu-butas-poilsis-1-3269590/
70000,921,76.0,5,5,3,1988-01-01,Central,Fully equipped,0.1,0.53,0.31,0.3,17,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-rambyno-g-gera-kaina-puikus-pasiulymas-poilsio-1-3267834/
71000,910,78.0,5,5,3,1985-01-01,Central,Fully equipped,0.21,0.42,0.23,0.2,8,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-nidos-g-nidos-g-tvarkingame-bendrijos-name-1-3265314/
88900,1252,71.0,8,9,3,1981-01-01,Central,Fully equipped,0.22,0.39,0.2,0.2,7,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-nidos-g-idealus-kapitaliai-suremontuotas-butas-1-3263236/
74500,1047,71.17,1,9,3,1981-01-01,Central,Fully equipped,0.22,0.39,0.2,0.2,7,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-nidos-g-3-kambariu-butas-netoli-taikos-prospekto-1-3261406/
74500,1047,71.17,1,9,3,1981-01-01,Central,Fully equipped,0.22,0.39,0.2,0.2,7,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-zvejybos-uoste-nidos-g-3-kambariu-butas-netoli-taikos-prospekto-1-3257344/
97000,1244,78.0,4,5,3,1983-01-01,Central,Fully equipped,0.1,0.53,0.37,0.39,16,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-rambyno-g-rambyno-g-5-name-parduodamas-jaukus-1-3260144/
66666,741,90.0,5,5,4,1976-01-01,Central,Partial decoration,0.1,0.46,0.32,0.3,10,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-rambyno-g-parduodamas-4-kambariu-su-holu-butas-55-1-3247659/
48000,1371,35.0,5,5,1,1988-01-01,Central,Partial decoration,0.11,0.53,0.32,0.31,17,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-rambyno-g-parduodamas-vieno-kambario-butas-nisa-35kvm-1-3242701/
83000,1169,71.0,2,9,3,1982-01-01,Central,Fully equipped,0.05,0.19,0.04,0.04,10,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-nidos-g-pasiulymas-tiems-kas-iesko-erdvaus-pilnai-1-3240326/
61000,803,76.0,5,5,3,1985-01-01,Central,Fully equipped,0.33,0.7,0.38,0.28,9,Klaipėda,Poilsis,https://en.aruodas.lt/butai-klaipedoje-poilsyje-nidos-g-ramioje-vietoje-nidos-g-parduodamas-3-ju-su-1-3059165/
60800,1202,50.6,5,5,2,1970-01-01,Central,Fully equipped,0.24,0.51,0.19,0.08,8,Klaipėda,Debrecenas,https://en.aruodas.lt/butai-klaipedoje-debrecene-silutes-pl-2-kambariu-50-kvm-butas-silutes-pl-1-3268516/
18000,1052,17.11,1,5,1,1985-01-01,Central,Other,0.34,0.19,0.37,0.25,14,Klaipėda,Debrecenas,https://en.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-parduodamas-kambarys-bendrabutyje-1-3268346/
17500,1458,12.0,5,5,1,1976-01-01,Central,Fully equipped,0.34,0.12,0.15,0.1,12,Klaipėda,Debrecenas,https://en.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-parduodu-mazaji-kambari-bendrabucio-bloke-1-2963721/
69900,1092,64.0,6,9,3,1973-01-01,Central,Fully equipped,0.15,0.14,0.17,0.05,14,Klaipėda,Debrecenas,https://en.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-pietineje-klaipedos-miesto-dalyje-parduodamas-1-3235476/
74500,955,78.0,5,5,4,1972-01-01,Central,Fully equipped,0.33,0.09,0.18,0.11,12,Klaipėda,Debrecenas,https://en.aruodas.lt/butai-klaipedoje-debrecene-gedminu-g-4-kambariu-butas-gedminu-g-4-kambariu-butas-1-3243339/
80000,1481,54.0,3,5,3,1970-01-01,Central,Fully equipped,0.08,0.33,0.11,0.18,11,Klaipėda,Debrecenas,https://en.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-parduodamas-tvarkingas-triju-kambariu-butas-1-3237048/
80000,1509,53.0,6,9,2,1993-01-01,Central,Fully equipped,0.11,0.23,0.16,0.14,15,Klaipėda,Debrecenas,https://en.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-siltas-ir-sauletas-butas-namas-renovuotas-1-3256052/
50000,1923,26.0,4,5,1,1960-01-01,Central,Partial decoration,0.19,0.5,0.14,0.14,8,Klaipėda,Debrecenas,https://en.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-parduodamas-butas-debreceno-gatveje-1-3265008/
45500,1300,35.0,4,5,2,1968-01-01,Central,Partial decoration,0.07,0.37,0.05,0.08,13,Klaipėda,Debrecenas,https://en.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-savininkas-parduodamas-2-ju-kambariu-1-3223952/
75000,962,78.0,5,5,4,1972-01-01,Central,Fully equipped,0.33,0.09,0.18,0.11,12,Klaipėda,Debrecenas,https://en.aruodas.lt/butai-klaipedoje-debrecene-gedminu-g-parduodu-4-kambariu-buta-gedminu-gt-1-3211290/
