Price,PricePerM2,Area,floor,Number of floors,Room count,Built year,Heating,Equipment,NearestKindergarten,NearestEducational,NearestShop,NearestStop,CrimeRate,City,District,href
139000,2623,53.0,2,5,3,1983-01-01,Central,Fully equipped,0.2,0.28,0.29,0.21,20.0,Vilnius,Naujininkai,https://en.aruodas.lt/butai-vilniuje-naujininkuose-rudaminos-g-jei-skelbimas-neaktyvus-skambinkite-tel-1-3253777/
68000,2238,30.38,3,9,1,1984-01-01,Central,Fully equipped,0.33,0.26,0.38,0.3,10.0,Vilnius,Naujininkai,https://en.aruodas.lt/butai-vilniuje-naujininkuose-panevezio-g-parduodamas-1-kambario-butas-skubiai-1-3253357/
117000,2053,57.0,2,2,3,1956-01-01,Central,Fully equipped,0.25,0.11,0.19,0.2,25.0,Vilnius,Naujininkai,https://en.aruodas.lt/butai-vilniuje-naujininkuose-darbininku-g-parduodamas-irengtas-3-ju-kambariu-butas-1-3253327/
40000,2105,19.0,1,5,1,1973-01-01,Central,Fully equipped,2.0,1.8,2.1,0.16,0.0,Vilnius,Naujininkai,https://en.aruodas.lt/butai-vilniuje-naujininkuose-rodunios-kel-parduodamas-naujai-irengtas-butas-su-atskiru-1-3271386/
64000,1868,34.26,5,5,1,1987-01-01,Central,Fully equipped,0.06,0.45,0.04,0.18,4.0,Vilnius,Naujininkai,https://en.aruodas.lt/butai-vilniuje-naujininkuose-pupines-g-parduodu-jauku-su-dideliu-balkonu-buta-1-3262818/
72000,2609,27.6,5,9,1,1974-01-01,Central,Fully equipped,0.34,0.33,0.25,0.03,20.0,Vilnius,Naujininkai,https://en.aruodas.lt/butai-vilniuje-naujininkuose-prusu-g-parduodamas-jaukus-siltas-1-kambario-butas-5-1-3252067/
42500,2459,17.28,3,5,1,1970-01-01,Central,Fully equipped,0.15,0.26,0.09,0.07,20.0,Vilnius,Naujininkai,https://en.aruodas.lt/butai-vilniuje-naujininkuose-dariaus-ir-gireno-g-parduodamas-1k-butas-bendrabucio-tipo-name-1-3270306/
74500,1798,41.43,2,4,1,1984-01-01,Central,Fully equipped,0.48,0.6,0.68,0.48,2.0,Vilnius,Naujininkai,https://en.aruodas.lt/butai-vilniuje-naujininkuose-iesmininku-g-parduodamas-didelis-net-4143-kvm-bendro-1-3258024/
44800,1600,28.0,0,4,2,1959-01-01,"Central, other",Fully equipped,0.12,0.3,0.13,0.23,24.0,Vilnius,Naujininkai,https://en.aruodas.lt/butai-vilniuje-naujininkuose-zanavyku-g-parduodamas-naujai-irengtas-butas-adresas-1-3216870/
34000,1618,21.02,2,3,1,1958-01-01,Central,Fully equipped,0.49,0.37,0.17,0.28,12.0,Vilnius,Naujininkai,https://en.aruodas.lt/butai-vilniuje-naujininkuose-tyzenhauzu-g-parduodamas-jaukus-1-kambario-butas-1-3268990/
59000,2185,27.0,1,9,1,1972-01-01,Central,Fully equipped,0.23,0.31,0.53,0.58,15.0,Vilnius,Naujininkai,https://en.aruodas.lt/butai-vilniuje-naujininkuose-saltkalviu-g-naujamiescio-kaimynysteje-parduodamas-butas-1-3272714/
145000,2266,64.0,5,5,3,1983-01-01,Central,Fully equipped,0.2,0.28,0.29,0.21,20.0,Vilnius,Naujininkai,https://en.aruodas.lt/butai-vilniuje-naujininkuose-rudaminos-g-parduodamas-sviesus-ir-jaukus-3-izoliuotu-1-3273008/
